Número,Nome,Estrelas,Idade (anos),PRs Aprovados,Releases,Dias sem Update,Linguagem Primária,Razão de Issues Fechadas
774,guzzle/guzzle,22410,12.02,888,53,0,PHP,0.99
775,taichi-dev/taichi,22398,6.28,4583,111,0,C++,0.71
776,balderdashy/sails,22390,10.97,538,40,0,JavaScript,0.92
777,nicolargo/glances,22386,11.26,477,31,0,Python,0.85
778,ApolloAuto/apollo,22384,5.67,9698,11,0,C++,0.89
779,ovity/octotree,22381,8.83,249,0,0,JavaScript,0.95
780,pnpm/pnpm,22339,7.1,1589,824,0,TypeScript,0.67
781,bevyengine/bevy,22324,3.13,573,13,0,Rust,0.66
782,facebookarchive/draft-js,22320,7.04,216,26,0,JavaScript,0.55
783,github/hub,22318,13.25,400,60,0,Go,0.88
784,fouber/blog,22312,8.87,1,0,0,Unkutcnown,0.33
785,eslint/eslint,22306,9.69,5424,287,0,JavaScript,0.99
786,NativeScript/NativeScript,22264,8.02,3025,133,0,TypeScript,0.86
787,sirupsen/logrus,22257,9.39,398,14,0,Go,0.99
788,spf13/viper,22248,8.93,278,22,0,Go,0.54
789,keon/algorithms,22235,6.3,423,1,0,Python,0.62
790,qier222/YesPlayMusic,22225,2.41,246,26,0,Vue,0.73
791,react-navigation/react-navigation,22222,6.11,1042,1000,0,TypeScript,0.93
792,t4t5/sweetalert,22218,8.43,84,13,0,TypeScript,0.77
793,google/jax,22156,4.36,6825,62,0,Python,0.73
794,markerikson/react-redux-links,22140,7.12,62,0,0,Unkutcnown,0.58
795,microsoft/cascadia-code,22109,3.66,71,17,0,Python,0.81
796,AykutSarac/jsoncrack.com,22080,1.1,57,16,0,TypeScript,0.77
797,Tencent/wepy,22033,6.31,465,8,0,JavaScript,0.84
798,viatsko/awesome-vscode,22028,7.08,242,0,0,JavaScript,0.57
799,rwaldron/idiomatic.js,22021,11.78,114,0,0,Unkutcnown,0.6
800,harvesthq/chosen,21999,11.89,310,34,1,HTML,0.89
801,bilibili/flv.js,21973,6.82,20,15,0,JavaScript,0.43
802,eriklindernoren/ML-From-Scratch,21968,6.08,9,0,0,Python,0.54
803,yeasy/docker_practice,21968,8.5,252,15,0,Go,0.99
804,schollz/croc,21962,5.39,146,138,0,Go,0.74
805,facebook/flow,21955,8.36,160,285,0,OCaml,0.74
806,alist-org/alist,21950,2.2,265,81,0,Go,0.95
807,pbatard/rufus,21947,11.3,0,73,0,C,0.99
808,discordjs/discord.js,21942,7.57,3822,144,0,JavaScript,0.98
809,Polymer/polymer,21922,10.54,1071,115,0,HTML,0.99
810,mochajs/mocha,21907,12.0,1170,76,0,JavaScript,0.91
811,usablica/intro.js,21900,9.99,388,32,0,JavaScript,0.93
812,localForage/localForage,21899,9.35,268,26,0,JavaScript,0.71
813,google/gson,21899,7.97,446,6,0,Java,0.81
814,ipfs/ipfs,21896,9.07,126,0,0,Unkutcnown,0.97
815,Igglybuff/awesome-piracy,21892,4.41,182,0,0,HTML,0.46
816,geekan/HowToLiveLonger,21889,0.89,9,0,0,Unkutcnown,0.31
817,docker/awesome-compose,21852,3.06,148,0,0,HTML,0.39
818,codex-team/editor.js,21838,7.27,714,43,0,TypeScript,0.65
819,deezer/spleeter,21832,3.44,48,2,0,Python,0.77
820,Lightning-AI/lightning,21829,3.93,7210,128,0,Python,0.9
821,SwiftyJSON/SwiftyJSON,21800,8.72,218,21,0,Swift,0.84
822,Awesome-Windows/Awesome,21786,6.77,206,0,0,Unkutcnown,0.65
823,kriasoft/react-starter-kit,21780,8.89,535,5,0,TypeScript,1.0
824,Asabeneh/30-Days-Of-Python,21749,3.3,42,0,0,Python,0.33
825,conwnet/github1s,21745,3.72,263,35,0,TypeScript,0.73
826,MichaelCade/90DaysOfDevOps,21743,1.19,223,2,0,Shell,0.94
827,wangzheng0822/algo,21742,4.45,321,0,0,Python,0.18
828,google/iosched,21722,8.93,66,2,0,Kotlin,0.77
829,zloirock/core-js,21711,9.64,223,220,0,JavaScript,0.97
830,felixrieseberg/windows95,21708,4.54,19,14,0,TypeScript,0.46
831,nextcloud/server,21701,6.76,17646,102,0,PHP,0.88
832,pmndrs/react-three-fiber,21689,4.03,477,55,0,TypeScript,0.96
833,mpv-player/mpv,21678,10.4,1489,82,0,C,0.9
834,DrKLO/Telegram,21651,9.36,20,79,0,Java,0
835,homebridge/homebridge,21637,8.26,299,33,0,TypeScript,0.99
836,marmelab/react-admin,21620,6.65,3868,277,0,TypeScript,0.98
837,OpenZeppelin/openzeppelin-contracts,21601,6.6,1660,72,0,JavaScript,0.92
838,withfig/autocomplete,21601,2.43,1196,1000,0,TypeScript,0.75
839,pocketbase/pocketbase,21588,0.67,36,60,0,Go,0.93
840,envoyproxy/envoy,21564,6.58,14064,106,0,C++,0.85
841,tmrts/go-patterns,21557,7.23,10,0,0,Go,0.46
842,RedisInsight/RedisDesktopManager,21556,9.59,424,87,0,C++,0.99
843,react-bootstrap/react-bootstrap,21552,9.19,2561,49,0,TypeScript,0.96
844,lutzroeder/netron,21523,12.19,1,2,0,JavaScript,0.98
845,bevacqua/dragula,21461,7.9,57,0,0,JavaScript,0.79
846,1c7/chinese-independent-developer,21460,5.46,147,0,0,Unkutcnown,0.97
847,tachiyomiorg/tachiyomi,21450,7.41,1687,74,0,Kotlin,0.94
848,github/copilot-docs,21446,1.37,9,0,0,Unkutcnown,0
849,wsargent/docker-cheat-sheet,21406,8.59,134,0,0,Unkutcnown,0.81
850,chenglou/react-motion,21398,7.74,144,4,0,JavaScript,0.63
851,goldfire/howler.js,21392,10.1,127,24,0,JavaScript,0.78
852,sebastianruder/NLP-progress,21388,4.71,467,3,0,Python,0.66
853,doocs/leetcode,21388,4.47,787,19,0,Java,1.0
854,jlmakes/scrollreveal,21372,9.14,32,0,0,JavaScript,0.95
855,apache/skywalking,21357,7.33,4016,54,0,Java,0.99
856,elixir-lang/elixir,21353,12.16,6263,127,0,Elixir,1.0
857,HeroTransitions/Hero,21283,6.28,117,38,0,Swift,0.94
858,vuejs/vuepress,21270,4.92,777,21,0,JavaScript,0.74
859,mozilla/DeepSpeech,21251,6.76,1338,105,0,C++,0.95
860,telegramdesktop/tdesktop,21250,8.85,1191,614,0,C++,0.94
861,nothings/stb,21247,8.78,278,0,0,C,0.88
862,Kr328/ClashForAndroid,21242,3.31,24,90,0,Kotlin,0.89
863,python-telegram-bot/python-telegram-bot,21240,7.67,1106,102,0,Python,0.99
864,notable/notable,21239,4.21,25,20,0,Unkutcnown,0.57
865,jaredhanson/passport,21225,11.41,51,0,0,JavaScript,0.56
866,bitcoinbook/bitcoinbook,21204,9.57,436,3,0,AsciiDoc,0.81
867,libgdx/libgdx,21195,10.57,2488,9,0,Java,0.94
868,zyedidia/micro,21181,6.99,571,33,0,Go,0.65
869,DesignPatternsPHP/DesignPatternsPHP,21155,11.54,278,0,0,PHP,0.99
870,hwdsl2/setup-ipsec-vpn,21155,7.16,35,0,0,Shell,1.0
871,pugjs/pug,21150,12.7,501,22,0,JavaScript,0.89
872,datawhalechina/pumpkin-book,21137,4.21,46,7,0,Unkutcnown,0.76
873,highlightjs/highlight.js,21134,12.18,1322,35,0,JavaScript,0.96
874,v2fly/v2ray-core,21120,3.89,662,65,0,Go,0.92
875,facebookresearch/fairseq,21117,5.52,189,16,0,Python,0.78
876,fish-shell/fish-shell,21091,10.82,1569,38,0,C++,0.93
877,openssl/openssl,21080,10.14,114,5,0,C,0.78
878,backstage/backstage,21067,3.12,10470,223,0,TypeScript,0.91
879,celery/celery,21063,13.87,1953,38,0,Python,0.89
880,MonitorControl/MonitorControl,21044,5.47,180,23,0,Swift,0.92
881,onevcat/Kingfisher,21030,7.92,571,173,0,Swift,0.94
882,penpot/penpot,21013,7.19,1663,29,0,Clojure,0.74
883,tornadoweb/tornado,21011,13.49,878,0,0,Python,0.89
884,trekhleb/homemade-machine-learning,21007,4.34,2,0,0,Jupyter Notebook,0.56
885,libuv/libuv,21005,9.26,771,5,0,C,0.93
886,sdras/awesome-actions,20994,4.39,439,0,0,Unkutcnown,0.64
887,goldbergyoni/javascript-testing-best-practices,20993,3.67,146,0,0,JavaScript,0.24
888,ogham/exa,20991,8.79,225,12,0,Rust,0.7
889,youzan/vant,20980,5.88,4478,221,0,TypeScript,0.99
890,firecracker-microvm/firecracker,20979,5.38,1808,61,0,Rust,0.91
891,paularmstrong/normalizr,20978,8.54,98,26,0,JavaScript,0
892,googlehosts/hosts,20962,5.59,50,0,0,Unkutcnown,0.84
893,chubin/wttr.in,20958,7.2,256,0,0,Python,0.57
894,electron-react-boilerplate/electron-react-boilerplate,20950,7.8,793,58,0,TypeScript,0.98
895,validatorjs/validator.js,20950,12.42,698,10,0,JavaScript,0.87
896,freqtrade/freqtrade,20940,5.8,4050,68,0,Python,0.99
897,ossrs/srs,20932,7.85,318,40,0,C++,0.86
898,tsenart/vegeta,20925,9.56,132,63,0,Go,0.78
899,jellyfin/jellyfin,20915,4.24,3225,62,0,C#,0.81
900,taosdata/TDengine,20904,3.66,15185,89,0,C,0.78
901,academic/awesome-datascience,20885,8.67,310,3,0,Unkutcnown,1.0
902,postcss/autoprefixer,20876,9.98,272,192,0,JavaScript,0.97
903,v8/v8,20872,8.45,0,0,0,C++,0
904,logseq/logseq,20872,2.79,2208,117,0,Clojure,0.77
905,TanStack/table,20853,6.38,659,188,0,TypeScript,0.97
906,microsoft/api-guidelines,20818,6.65,158,0,0,Unkutcnown,0.5
907,locustio/locust,20818,12.05,628,91,0,Python,0.99
908,gfwlist/gfwlist,20808,7.98,0,0,0,Unkutcnown,0.82
909,apache/flink,20786,8.75,7322,0,0,Java,0
910,mxgmn/WaveFunctionCollapse,20772,6.43,18,1,0,C#,0.98
911,google/mediapipe,20772,3.73,32,41,0,C++,0.89
912,lensapp/lens,20765,4.31,3616,255,0,TypeScript,0.73
913,julycoding/The-Art-Of-Programming-By-July-2nd,20755,9.23,254,0,0,C,0.64
914,SwiftGGTeam/the-swift-programming-language-in-chinese,20730,8.76,701,1,0,CSS,0.98
915,redisson/redisson,20724,9.15,321,120,0,Java,0.92
916,rancher/rancher,20714,8.33,7966,937,0,Go,0.93
917,ColorlibHQ/gentelella,20713,7.81,164,7,1,HTML,0.95
918,robertdavidgraham/masscan,20696,9.61,82,11,0,C,0.33
919,leereilly/games,20669,11.17,192,0,0,Unkutcnown,0.33
920,dapr/dapr,20647,3.72,2566,153,0,Go,0.87
921,dracula/dracula-theme,20637,9.36,84,24,0,Unkutcnown,0.99
922,FallibleInc/security-guide-for-developers,20628,6.74,26,0,0,Unkutcnown,0.33
923,git-tips/tips,20628,7.64,138,0,0,JavaScript,0.5
924,alibaba/Sentinel,20624,4.92,459,23,0,Java,0.75
925,judasn/IntelliJ-IDEA-Tutorial,20603,7.55,40,0,0,Unkutcnown,0.99
926,necolas/react-native-web,20600,7.74,62,20,0,JavaScript,0.94
927,shieldfy/API-Security-Checklist,20573,5.66,112,0,0,Unkutcnown,0.72
928,aseprite/aseprite,20572,8.55,169,86,0,C++,0.59
929,directus/directus,20519,10.23,5161,251,0,TypeScript,0.97
930,ruanyf/es6tutorial,20519,8.88,368,0,0,JavaScript,1.0
931,rxhanson/Rectangle,20502,3.71,186,70,0,Swift,0.87
932,refined-github/refined-github,20496,7.06,2544,103,0,TypeScript,0.96
933,MustangYM/WeChatExtension-ForMac,20496,3.87,45,48,0,Objective-C,0.51
934,google/ExoPlayer,20474,8.73,544,23,0,Java,0.93
935,js-cookie/js-cookie,20447,7.97,71,34,0,JavaScript,1.0
936,gchq/CyberChef,20426,6.27,375,420,0,JavaScript,0.67
937,Meituan-Dianping/mpvue,20412,5.0,64,19,0,JavaScript,0.75
938,ChristosChristofidis/awesome-deep-learning,20396,8.18,165,0,0,Unkutcnown,0.78
939,bazelbuild/bazel,20390,8.73,422,194,0,Java,0.81
940,flameshot-org/flameshot,20385,5.82,785,25,0,C++,0.81
941,jenkinsci/jenkins,20384,12.29,5797,242,0,Java,0
942,JohnCoates/Aerial,20384,7.36,218,190,0,Swift,0.94
943,jhipster/generator-jhipster,20376,9.37,12612,25,0,TypeScript,0.96
944,kdeldycke/awesome-falsehood,20364,6.49,87,0,0,Unkutcnown,0.96
945,iawia002/lux,20312,5.03,255,75,0,Go,0.53
946,forem/forem,20299,6.31,11881,0,0,Ruby,0.9
947,camsong/You-Dont-Need-jQuery,20293,7.29,165,1,0,JavaScript,0.97
948,apache/mxnet,20286,7.85,8838,34,0,C++,0.81
949,WeNeedHome/SummaryOfLoanSuspension,20277,0.65,279,0,0,HTML,0
950,acheong08/ChatGPT,20266,0.26,185,173,0,Python,0.99
951,petkaantonov/bluebird,20256,9.49,292,123,2,JavaScript,0.94
952,avajs/ava,20254,8.3,1012,93,0,JavaScript,0.95
953,ziglang/zig,20249,7.58,5402,14,0,Zig,0.74
954,futurice/android-best-practices,20248,8.61,80,0,1,Unkutcnown,0.73
955,vnpy/vnpy,20244,8.01,997,55,0,Python,0.99
956,javascript-tutorial/en.javascript.info,20239,5.76,1897,0,0,HTML,0.87
957,zhaoolee/ChromeAppHeroes,20238,4.08,7,0,0,JavaScript,0.69
958,winstonjs/winston,20211,12.19,497,17,0,JavaScript,0.7
959,Seldaek/monolog,20207,12.05,663,64,0,PHP,0.97
960,SamyPesse/How-to-Make-a-Computer-Operating-System,20203,9.27,42,1,0,C,0.39
961,ai/nanoid,20202,5.59,165,1,0,JavaScript,0.98
962,lencx/ChatGPT,20201,0.25,107,32,0,Rust,0.56
963,changkun/modern-cpp-tutorial,20168,6.55,105,3,0,C++,0.96
964,PostgREST/postgrest,20150,8.73,880,52,0,Haskell,0.88
965,zadam/trilium,20148,5.79,154,259,0,JavaScript,0.74
966,go-micro/go-micro,20148,8.15,1347,318,0,Go,0.93
967,go-delve/delve,20133,8.8,1422,23,0,Go,0.93
968,go-kratos/kratos,20122,4.15,1201,57,0,Go,0.9
969,norvig/pytudes,20118,6.02,53,0,0,Jupyter Notebook,0.53
970,eligrey/FileSaver.js,20108,11.64,67,14,0,JavaScript,0.75
971,benweet/stackedit,20078,9.95,35,13,0,JavaScript,0.61
972,osquery/osquery,20076,8.61,4076,123,0,C++,0.83
973,parse-community/parse-server,20058,7.1,3194,245,0,JavaScript,0.93
974,BradLarson/GPUImage,20051,11.06,241,3,0,Objective-C,0.59
975,ruby/ruby,20024,13.02,3905,4,0,Ruby,0
976,google/flatbuffers,20019,8.8,1711,32,0,C++,0.92
977,requarks/wiki,20011,6.55,348,112,0,Vue,0.98
978,derailed/k9s,19999,4.11,324,194,0,Go,0.74
979,OpenBB-finance/OpenBBTerminal,19994,2.21,2406,20,0,Python,0.84
980,drduh/macOS-Security-and-Privacy-Guide,19993,7.52,140,0,0,Python,0.95
981,vadimdemedes/ink,19987,5.73,171,44,0,TypeScript,0.75
982,SergioBenitez/Rocket,19981,6.97,14,53,0,Rust,0.92
983,ReactiveCocoa/ReactiveCocoa,19977,11.01,1348,83,0,Swift,1.0
984,enzymejs/enzyme,19962,7.32,646,0,0,JavaScript,0.85
985,jumpserver/jumpserver,19938,8.67,4460,159,0,Python,0.97
986,vercel/turbo,19932,1.42,2047,185,0,Rust,0.65
987,urfave/cli,19850,9.65,718,112,0,Go,0.94
988,termux/termux-app,19846,7.37,134,89,0,Java,0.87
989,jquense/yup,19845,8.45,288,11,0,TypeScript,0.94
990,shimohq/chinese-programmer-wrong-pronunciation,19844,6.05,125,0,0,JavaScript,0.5
991,chalk/chalk,19834,9.59,100,26,0,JavaScript,0.99
992,recharts/recharts,19830,7.58,550,19,0,TypeScript,0.83
993,Homebrew/homebrew-cask,19817,11.0,105061,81,0,Ruby,1.0
994,pytorch/examples,19814,6.53,364,0,0,Python,0.75
995,verekia/js-stack-from-scratch,19797,6.43,55,1,0,JavaScript,0.75
996,Molunerfinn/PicGo,19770,5.23,15,47,0,TypeScript,0.98
997,ReactiveX/RxAndroid,19765,8.55,177,20,0,Java,1.0
998,facebookarchive/pop,19750,8.94,100,3,0,Objective-C++,0.82
999,hapijs/joi,19743,10.47,434,0,0,JavaScript,0.94
1000,PaddlePaddle/Paddle,19728,6.56,25646,58,0,C++,0.94
